tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt10623538,tvEpisode,"Parthiv Patel, Surya Kumar Yadav & Deepak Chahar","Parthiv Patel, Surya Kumar Yadav & Deepak Chahar",0,2019,\N,70,"Comedy,Talk-Show"
tt10623546,tvEpisode,One India My India,One India My India,0,2019,\N,70,"Comedy,Talk-Show"
tt10624264,tvEpisode,Armaan Malik & Amaal Mallik,Armaan Malik & Amaal Mallik,0,2019,\N,81,"Comedy,Talk-Show"
tt10624296,tvEpisode,A Show Full of Stars,A Show Full of Stars,0,2019,\N,66,"Comedy,Talk-Show"
tt10645178,video,Fair & Handsome Brand Commercial: Badhte Raho Handsome Raho,Fair & Handsome Brand Commercial: Badhte Raho Handsome Raho,0,2019,\N,\N,\N
tt10681526,tvEpisode,Judgemental Hai Kya,Judgemental Hai Kya,0,2019,\N,72,"Comedy,Talk-Show"
tt10681592,tvEpisode,Hasya Kavi Sammelan,Hasya Kavi Sammelan,0,2019,\N,73,"Comedy,Talk-Show"
tt10708966,tvEpisode,Diljit Dosanjh & Kriti Sanon,Diljit Dosanjh & Kriti Sanon,0,2019,\N,73,"Comedy,Talk-Show"
tt10710096,tvEpisode,Sidharth Malhotra & Parineeti Chopra,Sidharth Malhotra & Parineeti Chopra,0,2019,\N,73,"Comedy,Talk-Show"
tt10748648,tvEpisode,Sonakshi Sinha & Badshah,Sonakshi Sinha & Badshah,0,2019,\N,72,"Comedy,Talk-Show"
tt1075218,tvEpisode,"Shahrukh Khan, Kajol & Rani","Shahrukh Khan, Kajol & Rani",0,2007,\N,\N,"Comedy,Talk-Show"
tt10752246,tvEpisode,A Night of Cultures,A Night of Cultures,0,2019,\N,69,"Comedy,Talk-Show"
tt10769276,tvEpisode,Episode #1.1,Episode #1.1,0,1989,\N,28,Drama
tt10801330,tvEpisode,Team Mission Mangal,Team Mission Mangal,0,2019,\N,76,"Comedy,Talk-Show"
tt10802792,tvEpisode,Tribute To Kishore Kumar,Tribute To Kishore Kumar,0,2019,\N,73,"Comedy,Talk-Show"
tt10821230,tvEpisode,John Abraham & Mrunal Thakur,John Abraham & Mrunal Thakur,0,2019,\N,70,"Comedy,Talk-Show"
tt10826998,tvEpisode,Aruna Irani & Bindu,Aruna Irani & Bindu,0,2019,\N,65,"Comedy,Talk-Show"
tt1084972,movie,Wanted,Wanted,0,2009,\N,147,"Action,Thriller"
tt1087856,movie,Hello,Hello,0,2008,\N,129,"Drama,Romance"
tt10883044,tvEpisode,Nora Fatehi & Vicky Kaushal,Nora Fatehi & Vicky Kaushal,0,2019,\N,70,"Comedy,Talk-Show"
tt10883088,tvEpisode,Team Saaho,Team Saaho,0,2019,\N,70,"Comedy,Talk-Show"
tt10888594,movie,Radhe,Radhe,0,2021,\N,109,"Action,Thriller"
tt10895868,tvEpisode,Sushant Survives,Sushant Survives,0,2014,\N,\N,Reality-TV
tt10895870,tvEpisode,New slaves are Pritam and Gautam,New slaves are Pritam and Gautam,0,2014,\N,\N,Reality-TV
tt10895890,tvEpisode,Sssshhh! Somebody is watching secretly!,Sssshhh! Somebody is watching secretly!,0,2014,\N,\N,Reality-TV
tt10895894,tvEpisode,Cast of 'Kill Dill' killing it inside House,Cast of 'Kill Dill' killing it inside House,0,2014,\N,\N,Reality-TV
tt10896092,tvEpisode,Arjun Kapoor promotes Tevar,Arjun Kapoor promotes Tevar,0,2014,\N,\N,Reality-TV
tt10896106,tvEpisode,Episode #8.63,Episode #8.63,0,2014,\N,\N,Reality-TV
tt10905152,tvEpisode,Action Jackson inside BiggBoss House,Action Jackson inside BiggBoss House,0,2014,\N,\N,Reality-TV
tt10905162,tvEpisode,Chor-Police in the Bigg Boss House,Chor-Police in the Bigg Boss House,0,2014,\N,\N,Reality-TV
tt10905166,tvEpisode,Winner of 'Museum' Task,Winner of 'Museum' Task,0,2014,\N,\N,Reality-TV
tt10905248,tvEpisode,When housemates reached Badlapur,When housemates reached Badlapur,0,2014,\N,\N,Reality-TV
tt10905256,tvEpisode,General Knowledge of Housemates,General Knowledge of Housemates,0,2014,\N,\N,Reality-TV
tt10905334,tvEpisode,Seema Ji gets some dance lessons,Seema Ji gets some dance lessons,0,2010,\N,\N,Reality-TV
tt10905472,tvEpisode,Bigg Boss 4 Grand Finale,Bigg Boss 4 Grand Finale,0,2011,\N,\N,Reality-TV
tt10910120,tvEpisode,The Star Cast of Pailwaan,The Star Cast of Pailwaan,0,2019,\N,68,"Comedy,Talk-Show"
tt10912930,tvEpisode,Team Chhichhore,Team Chhichhore,0,2019,\N,72,"Comedy,Talk-Show"
tt10920814,tvEpisode,When 'Dolly Ki Doli' stopped at BiggBoss House,When 'Dolly Ki Doli' stopped at BiggBoss House,0,2014,\N,\N,Reality-TV
tt10920880,tvEpisode,"Verbal spat between Armaan, Kushal and Gauhar","Verbal spat between Armaan, Kushal and Gauhar",0,2013,\N,\N,Reality-TV
tt10920882,tvEpisode,Shahid Kapoor and Ileana D'Cruz make an appearance,Shahid Kapoor and Ileana D'Cruz make an appearance,0,2013,\N,\N,Reality-TV
tt10920934,tvEpisode,Radhe brings news,Radhe brings news,0,2012,\N,\N,Reality-TV
tt10920954,tvEpisode,Delnaaz's and Urvashi's issues,Delnaaz's and Urvashi's issues,0,2012,\N,\N,Reality-TV
tt10920958,tvEpisode,Kashif was not liked by many,Kashif was not liked by many,0,2012,\N,\N,Reality-TV
tt10924146,tvEpisode,Anil Kapoor makes an appearance,Anil Kapoor makes an appearance,0,2013,\N,\N,Reality-TV
tt10924196,tvEpisode,Elli gets emotional,Elli gets emotional,0,2013,\N,\N,Reality-TV
tt10924250,tvEpisode,Sharman Joshi and Javed Jaffrey come on the show,Sharman Joshi and Javed Jaffrey come on the show,0,2013,\N,\N,Reality-TV
tt10924260,tvEpisode,Kangana Ranaut makes an appearance,Kangana Ranaut makes an appearance,0,2013,\N,\N,Reality-TV
tt10924284,tvEpisode,Asif revisits his days in Bigg Boss 7,Asif revisits his days in Bigg Boss 7,0,2013,\N,\N,Reality-TV
tt10933774,tvEpisode,The Deol Family,The Deol Family,0,2019,\N,76,"Comedy,Talk-Show"
tt10936832,tvEpisode,The Dream Girl,The Dream Girl,0,2019,\N,72,"Comedy,Talk-Show"
tt10937118,tvEpisode,Khalnayak of Indian Cinema,Khalnayak of Indian Cinema,0,2019,\N,74,"Comedy,Talk-Show"
tt10937124,tvEpisode,Sonam Kapoor & Dulquer Salmaan,Sonam Kapoor & Dulquer Salmaan,0,2019,\N,72,"Comedy,Talk-Show"
tt1094158,tvSpecial,52nd Filmfare Awards,52nd Fair One Filmfare Awards,0,2007,\N,\N,News
tt10959010,tvEpisode,Rani Is In A Fix,Rani Is In A Fix,0,2019,\N,\N,Drama
tt10959024,tvEpisode,Tasha To Expose Rani?,Tasha To Expose Rani?,0,2019,\N,\N,Drama
tt10959026,tvEpisode,Rivaaz Is Suspicious,Rivaaz Is Suspicious,0,2019,\N,\N,Drama
tt10959028,tvEpisode,Rivaaz Wants To Hurt Rukmani,Rivaaz Wants To Hurt Rukmani,0,2019,\N,\N,Drama
tt10959038,tvEpisode,Rivaaz's Selfish Act,Rivaaz's Selfish Act,0,2019,\N,\N,Drama
tt11000506,tvEpisode,A Night Full of Desi Vibes,A Night Full of Desi Vibes,0,2019,\N,73,"Comedy,Talk-Show"
tt11000508,tvEpisode,Team Jhalki,Team Jhalki,0,2019,\N,74,"Comedy,Talk-Show"
tt11010054,tvEpisode,Shah Rukh Khan,Shah Rukh Khan,0,2019,\N,61,Talk-Show
tt11033946,tvEpisode,Season 13 Premiere,Season 13 Premiere,0,2019,\N,\N,Reality-TV
tt1105747,movie,Yuvvraaj,Yuvvraaj,0,2008,\N,151,"Comedy,Drama,Musical"
tt1114725,movie,Heroes,Heroes,0,2008,\N,139,"Action,Adventure,Comedy"
tt1115312,tvEpisode,Special Episode 2,Special Episode 2,0,2005,\N,\N,"Comedy,Talk-Show"
tt11160788,tvEpisode,The Star-Cast of War - Part 1,The Star-Cast of War - Part 1,0,2019,\N,68,"Comedy,Talk-Show"
tt11160804,tvEpisode,The Star-Cast of War - Part 2,The Star-Cast of War - Part 2,0,2019,\N,78,"Comedy,Talk-Show"
tt11167264,tvEpisode,The Sky is Pink Today,The Sky is Pink Today,0,2019,\N,79,"Comedy,Talk-Show"
tt11181304,tvEpisode,BB House Faces Bhai Ka Pataka!,BB House Faces Bhai Ka Pataka!,0,2019,\N,\N,Reality-TV
tt11181368,tvEpisode,Sunil And Harsh Steal The Show!,Sunil And Harsh Steal The Show!,0,2019,\N,\N,Reality-TV
tt11183438,tvEpisode,Musical Night with Padmashri Udit Narayan,Musical Night with Padmashri Udit Narayan,0,2019,\N,71,"Comedy,Talk-Show"
tt11183448,tvEpisode,"Govinda, Sunita Ahuja & Tina Ahuja","Govinda, Sunita Ahuja & Tina Ahuja",0,2019,\N,76,"Comedy,Talk-Show"
tt11183488,tvEpisode,The Star-Cast of Housefull 4 - Part 1,The Star-Cast of Housefull 4 - Part 1,0,2019,\N,70,"Comedy,Talk-Show"
tt11183492,tvEpisode,The Star-Cast of Housefull - Part 2,The Star-Cast of Housefull - Part 2,0,2019,\N,66,"Comedy,Talk-Show"
tt11183616,tvEpisode,Taapsee Pannu & Bhumi Pednekar,Taapsee Pannu & Bhumi Pednekar,0,2019,\N,78,"Comedy,Talk-Show"
tt11186498,tvEpisode,"Diwali Ke Rang Harsh, Adi Ke Sang!","Diwali Ke Rang Harsh, Adi Ke Sang!",0,2019,\N,\N,Reality-TV
tt11194030,tvSpecial,64th Vimal Elaichi Filmfare Awards,64th Vimal Elaichi Filmfare Awards,0,2019,\N,\N,Reality-TV
tt11194048,tvSpecial,62nd Jio Filmfare Awards,62nd Jio Filmfare Awards,0,2017,\N,\N,Reality-TV
tt11199394,tvEpisode,"Rajkummar Rao, Mouni Roy & Boman Irani","Rajkummar Rao, Mouni Roy & Boman Irani",0,2019,\N,72,"Comedy,Talk-Show"
tt11225042,tvEpisode,OMG! The Bahus Are Out?,OMG! The Bahus Are Out?,0,2019,\N,\N,Reality-TV
tt11230678,tvEpisode,Baba welcomes Bhaijaan!,Baba welcomes Bhaijaan!,0,2017,\N,\N,Talk-Show
tt11230728,tvEpisode,Badshah ki Chowki!,Badshah ki Chowki!,0,2018,\N,\N,Talk-Show
tt11230738,tvEpisode,Bhai in Baba's den,Bhai in Baba's den,0,2019,\N,\N,Talk-Show
tt11231142,tvEpisode,Baba cracks up the Race 3 cast,Baba cracks up the Race 3 cast,0,2018,\N,\N,Talk-Show
tt11231616,tvEpisode,"Ayushmann Khurrana, Bhumi Pednekar & Yami Gautam","Ayushmann Khurrana, Bhumi Pednekar & Yami Gautam",0,2019,\N,73,"Comedy,Talk-Show"
tt11231706,tvEpisode,Geeta Basra & Harbhajan Singh,Geeta Basra & Harbhajan Singh,0,2019,\N,75,"Comedy,Talk-Show"
tt11269580,tvEpisode,"Siddharth, Ritesh's Golgappa Challenge!","Siddharth, Ritesh's Golgappa Challenge!",0,2019,\N,\N,Reality-TV
tt11271532,tvEpisode,The Star-Cast of Marjaavaan,The Star-Cast of Marjaavaan,0,2019,\N,71,"Comedy,Talk-Show"
tt11271614,tvEpisode,Nawazuddin Siddiqui & Athiya Shetty,Nawazuddin Siddiqui & Athiya Shetty,0,2019,\N,70,"Comedy,Talk-Show"
tt11301628,tvEpisode,What Are You Learning?,What Are You Learning?,0,2019,\N,\N,Talk-Show
tt11301632,tvEpisode,Investing in Yourself,Investing in Yourself,0,2019,\N,\N,Talk-Show
tt11301634,tvEpisode,Your Attention Please,Your Attention Please,0,2019,\N,\N,Talk-Show
tt11301636,tvEpisode,We Shall Overcome,We Shall Overcome,0,2019,\N,\N,Talk-Show
tt11301638,tvEpisode,Young and Shaping the World,Young and Shaping the World,0,2019,\N,\N,Talk-Show
tt11301640,tvEpisode,Power of Half a Billion Women,Power of Half a Billion Women,0,2019,\N,\N,Talk-Show
tt11330094,tvEpisode,"Salman ne sunayi, janta ki awaaz!","Salman ne sunayi, janta ki awaaz!",0,2019,\N,\N,Reality-TV
tt11330128,tvEpisode,Total Pagalpanti with Mr Jhakaas!,Total Pagalpanti with Mr Jhakaas!,0,2019,\N,\N,Reality-TV
tt11330150,tvEpisode,The battle of the babes!,The battle of the babes!,0,2019,\N,\N,Reality-TV
tt11330194,tvEpisode,The Punjabi kudiya's ultimate dangal!,The Punjabi kudiya's ultimate dangal!,0,2019,\N,\N,Reality-TV
tt11330208,tvEpisode,"Weekend ka bash, Salman niraash!","Weekend ka bash, Salman niraash!",0,2019,\N,\N,Reality-TV
tt11330218,tvEpisode,"Roadies ke taare, BB ke sitaare","Roadies ke taare, BB ke sitaare",0,2019,\N,\N,Reality-TV
tt11333304,tvEpisode,You In The Future,You In The Future,0,2019,\N,\N,Talk-Show
tt11346598,tvEpisode,The Star-Cast of Pagalpanti - Part 1,The Star-Cast of Pagalpanti - Part 1,0,2019,\N,73,"Comedy,Talk-Show"
tt11346834,tvEpisode,The Star-Cast of Pagalpanti - Part 2,The Star-Cast of Pagalpanti - Part 2,0,2019,\N,73,"Comedy,Talk-Show"
tt11347290,tvEpisode,Celebrating 550 Years of Guru Nanak Dev Ji,Celebrating 550 Years of Guru Nanak Dev Ji,0,2019,\N,73,"Comedy,Talk-Show"
tt11347444,tvEpisode,Ustad Wadali in the House,Ustad Wadali in the House,0,2019,\N,74,"Comedy,Talk-Show"
tt11363310,tvEpisode,Weekend Ka Vaar: Do you want a 'partner'?,Weekend Ka Vaar: Do you want a 'partner'?,0,2017,\N,\N,Reality-TV
tt11363322,tvEpisode,Weekend Ka Vaar: King Khan in the house,Weekend Ka Vaar: King Khan in the house,0,2017,\N,\N,Reality-TV
tt11363324,tvEpisode,Weekend Ka Vaar: Teen Ka Tashan,Weekend Ka Vaar: Teen Ka Tashan,0,2017,\N,\N,Reality-TV
tt11363344,tvEpisode,Weekend Ka Vaar: Om Swami Evicted!,Weekend Ka Vaar: Om Swami Evicted!,0,2017,\N,\N,Reality-TV
tt11363346,tvEpisode,Weekend Ka Vaar: Salman's Love Test For The Jaanus!,Weekend Ka Vaar: Salman's Love Test For The Jaanus!,0,2017,\N,\N,Reality-TV
tt11363588,tvEpisode,The Star-Cast of Pati Patni aur Woh,The Star-Cast of Pati Patni aur Woh,0,2019,\N,\N,"Comedy,Talk-Show"
tt11369954,tvEpisode,"Bhai ka khulasa, Bahu hui pareshaan!","Bhai ka khulasa, Bahu hui pareshaan!",0,2019,\N,\N,Reality-TV
tt11369960,tvEpisode,Bali meets Chulbul Pandey!,Bali meets Chulbul Pandey!,0,2019,\N,\N,Reality-TV
tt11370232,tvEpisode,Episode #13.92,Episode #13.92,0,2019,\N,\N,Reality-TV
tt11370462,tvEpisode,Episode #13.104,Episode #13.104,0,2020,\N,\N,Reality-TV
tt11371220,tvEpisode,Paras-Madhurima pe toota Bhai ka keher!,Paras-Madhurima pe toota Bhai ka keher!,0,2020,\N,\N,Reality-TV
tt11420998,tvEpisode,Jeetendra and Tusshar Kapoor,Jeetendra and Tusshar Kapoor,0,2019,\N,72,"Comedy,Talk-Show"
tt11421044,tvEpisode,The Star-Cast of Panipat,The Star-Cast of Panipat,0,2019,\N,75,"Comedy,Talk-Show"
tt11481152,tvEpisode,Rajat Gets Eliminated,Rajat Gets Eliminated,0,2013,\N,\N,Reality-TV
tt11481164,tvEpisode,Anita gets eliminated,Anita gets eliminated,0,2013,\N,\N,Reality-TV
tt11481174,tvEpisode,Ratan gets eliminated,Ratan gets eliminated,0,2013,\N,\N,Reality-TV
tt11481190,tvEpisode,Shilpa Gets Eliminated,Shilpa Gets Eliminated,0,2013,\N,\N,Reality-TV
tt11481202,tvEpisode,Salman Restores Reputation Of Tanisha,Salman Restores Reputation Of Tanisha,0,2013,\N,\N,Reality-TV
tt11481216,tvEpisode,Ranveer pumps energy into the show,Ranveer pumps energy into the show,0,2013,\N,\N,Reality-TV
tt11492682,tvEpisode,Welcoming The Cast of Dabangg 3,Welcoming The Cast of Dabangg 3,0,2019,\N,62,"Comedy,Talk-Show"
tt11492686,tvEpisode,The Dabangg Stars of Bollywood,The Dabangg Stars of Bollywood,0,2019,\N,62,"Comedy,Talk-Show"
tt11492690,tvEpisode,Celebrating The 100th Episode With GOOD NEWWZ,Celebrating The 100th Episode With GOOD NEWWZ,0,2019,\N,\N,"Comedy,Talk-Show"
tt11492702,tvEpisode,Colourful Night With Renowned Musicians,Colourful Night With Renowned Musicians,0,2019,\N,\N,"Comedy,Talk-Show"
tt11535838,tvEpisode,Harakiri,Harakiri,0,2020,\N,40,"Drama,History,War"
tt11535880,tvEpisode,Maya,Maya,0,2020,\N,45,"Drama,History,War"
tt11547892,tvEpisode,A Night Full Of Bhojpuri Superstars,A Night Full Of Bhojpuri Superstars,0,2019,\N,\N,"Comedy,Talk-Show"
tt11571952,tvEpisode,The Kakkar Family,The Kakkar Family,0,2019,\N,67,"Comedy,Talk-Show"
tt11579102,tvEpisode,The Star-Cast of Tanhaji,The Star-Cast of Tanhaji,0,2020,\N,74,"Comedy,Talk-Show"
tt11579166,tvEpisode,Deepika Padukone & Meghna Gulzar,Deepika Padukone & Meghna Gulzar,0,2020,\N,75,"Comedy,Talk-Show"
tt11681314,tvEpisode,The Tunnel,The Tunnel,0,2020,\N,46,Horror
tt11686978,tvEpisode,A Night With Jackie Dada,A Night With Jackie Dada,0,2020,\N,69,"Comedy,Talk-Show"
tt11686982,tvEpisode,The Googly Experts Of Indian Cricket Team,The Googly Experts Of Indian Cricket Team,0,2020,\N,76,"Comedy,Talk-Show"
tt11686994,tvEpisode,A Night Full Of Panga,A Night Full Of Panga,0,2020,\N,68,"Comedy,Talk-Show"
tt11687016,tvEpisode,Swaying With The Street Dancers,Swaying With The Street Dancers,0,2020,\N,70,"Comedy,Talk-Show"
tt11687024,tvEpisode,Hungama On The Kapil Sharma Show,Hungama On The Kapil Sharma Show,0,2020,\N,69,"Comedy,Talk-Show"
tt11719228,tvEpisode,Laughter Cruise Jaaneman,Laughter Cruise Jaaneman,0,2020,\N,64,"Comedy,Talk-Show"
tt11719262,tvEpisode,Sang Malang,Sang Malang,0,2020,\N,76,"Comedy,Talk-Show"
tt1174041,movie,Me and Mrs. Khanna,Main Aurr Mrs Khanna,0,2009,\N,109,"Comedy,Drama,Romance"
tt11796256,tvEpisode,Saavdhan! Ghar aaye Ayushmann!,Saavdhan! Ghar aaye Ayushmann!,0,2020,\N,\N,Reality-TV
tt11796342,tvEpisode,And the winner is ...,And the winner is ...,0,2020,\N,\N,Reality-TV
tt11798836,tvEpisode,Housemates need Psychiatrist,Housemates need Psychiatrist,0,2014,\N,\N,Reality-TV
tt11798838,tvEpisode,Media Attacks Contestants,Media Attacks Contestants,0,2014,\N,\N,Reality-TV
tt11798854,tvEpisode,Bhai ka Birthday,Bhai ka Birthday,0,2014,\N,\N,Reality-TV
tt11798856,tvEpisode,Episode #8.99,Episode #8.99,0,2014,\N,\N,Reality-TV
tt11799476,tvEpisode,Episode #6.26,Episode #6.26,0,2012,\N,\N,Reality-TV
tt11799478,tvEpisode,Episode #6.27,Episode #6.27,0,2012,\N,\N,Reality-TV
tt1182884,movie,Dulha Mil Gaya,Dulha Mil Gaya,0,2010,\N,152,"Comedy,Drama,Romance"
tt1182937,movie,Rab Ne Bana Di Jodi,Rab Ne Bana Di Jodi,0,2008,\N,167,"Comedy,Drama,Music"
tt11853602,tvEpisode,Thirty Years Of Aashiqui,Thirty Years Of Aashiqui,0,2020,\N,\N,"Comedy,Talk-Show"
tt11853606,tvEpisode,Kartik's Love Aaj Kal,Kartik's Love Aaj Kal,0,2020,\N,\N,"Comedy,Talk-Show"
tt11853616,tvEpisode,Is Kapil Ayushmann's Lucky Charm?,Is Kapil Ayushmann's Lucky Charm?,0,2020,\N,\N,"Comedy,Talk-Show"
tt1185412,movie,Veer,Veer,0,2010,\N,169,"Action,Adventure,Drama"
tt11855522,tvEpisode,Vicky And Bhoot - Part One: The Haunted Ship,Vicky And Bhoot - Part One: The Haunted Ship,0,2020,\N,\N,"Comedy,Talk-Show"
tt11855566,tvEpisode,Kapil Is India's Best Dancer,Kapil Is India's Best Dancer,0,2020,\N,\N,"Comedy,Talk-Show"
tt11888012,tvEpisode,Lots of fun with team Thappad,Lots of fun with team Thappad,0,2020,\N,\N,"Comedy,Talk-Show"
tt1188982,movie,Jai Ho,Jai Ho,0,2014,\N,135,"Action,Drama"
tt1188996,movie,My Name Is Khan,My Name Is Khan,0,2010,\N,165,"Drama,Romance"
tt11929134,tvEpisode,Tiger Shroff's Singing Skills,Tiger Shroff's Singing Skills,0,2020,\N,\N,"Comedy,Talk-Show"
tt11929148,tvEpisode,Ramayan's 33 Years,Ramayan's 33 Years,0,2020,\N,\N,"Comedy,Talk-Show"
tt11929250,tvSpecial,61st Britannia Filmfare Awards,61st Britannia Filmfare Awards,0,2016,\N,\N,Reality-TV
tt11935102,tvSpecial,58th Filmfare Awards,58th Filmfare Awards,0,2013,\N,\N,Reality-TV
tt11935740,tvEpisode,Women's Day with the Devi's,Women's Day with the Devi's,0,2020,\N,65,"Comedy,Talk-Show"
tt11941182,tvSpecial,56th Idea Filmfare Awards,56th Idea Filmfare Awards,0,2011,\N,\N,Reality-TV
tt11941196,tvMovie,57th Idea Filmfare Awards,57th Idea Filmfare Awards,0,2012,\N,\N,Reality-TV
tt11967006,tvSpecial,53rd Filmfare Awards,53rd Filmfare Awards,0,2008,\N,\N,Reality-TV
tt11973002,tvSpecial,50th Filmfare Awards,50th Filmfare Awards,0,2005,\N,\N,Reality-TV
tt11974500,tvSpecial,46th Filmfare Awards,46th Filmfare Awards,0,2001,\N,\N,Reality-TV
tt11975046,tvEpisode,Sooryavanshi Special - Part 1,Sooryavanshi Special - Part 1,0,2020,\N,68,"Comedy,Talk-Show"
tt11975048,tvEpisode,Double The Fun With Team Sooryavanshi,Double The Fun With Team Sooryavanshi,0,2020,\N,\N,"Comedy,Talk-Show"
tt11981890,tvEpisode,Episode #11.17,Episode #11.17,0,2017,\N,\N,News
tt12008854,tvEpisode,Dream Girl Returns,Dream Girl Returns,0,2020,\N,64,"Comedy,Talk-Show"
tt12018980,tvEpisode,The Devdas Unfolds On Kapil's Show,The Devdas Unfolds On Kapil's Show,0,2020,\N,\N,"Comedy,Talk-Show"
tt12256398,tvEpisode,Educació: actualitzant el sistema,Educació: actualitzant el sistema,0,2020,\N,\N,Documentary
tt12264058,tvEpisode,The Barracks,The Barracks,0,2020,\N,50,Horror
tt12265004,tvEpisode,The Colonel,The Colonel,0,2020,\N,\N,Horror
tt12265042,tvEpisode,The Battle,The Battle,0,2020,\N,\N,Horror
tt12454622,tvEpisode,"Sneak In, Sneak Out","Sneak In, Sneak Out",0,2020,\N,\N,"Crime,Drama,Mystery"
tt1249053,tvSeries,Kya Aap Paanchvi Pass Se Tez Hain?,Kya Aap Paanchvi Pass Se Tez Hain?,0,2008,\N,83,\N
tt12627704,tvSeries,Star Truck,Star Truck,0,2018,2019,\N,Talk-Show
tt1265433,tvEpisode,Episode #1.20,Episode #1.20,0,\N,\N,\N,\N
tt12719682,tvEpisode,Back and How!,Back and How!,0,2020,\N,65,"Comedy,Talk-Show"
tt12774720,tvEpisode,Salman Khan in Aap ki Adaalat,Salman Khan in Aap ki Adaalat,0,2011,\N,\N,"News,Reality-TV,Talk-Show"
tt12774722,tvEpisode,Shah Rukh Khan in Aap Ki Adaalat,Shah Rukh Khan in Aap Ki Adaalat,0,2013,\N,\N,"News,Reality-TV,Talk-Show"
tt12774724,tvEpisode,Shah Rukh Khan in Aap Ki Adalat,Shah Rukh Khan in Aap Ki Adalat,0,2016,\N,\N,"News,Reality-TV,Talk-Show"
tt12798778,tvSpecial,I Feel Bollygood,I Feel Bollygood,0,2016,\N,\N,Drama
tt1281973,tvSeries,Bigg Boss,Bigg Boss,0,2006,\N,\N,Reality-TV
tt12844910,movie,Pathaan,Pathaan,0,2023,\N,146,"Action,Adventure,Thriller"
tt1285241,movie,Don 2,Don 2,0,2011,\N,148,"Action,Crime,Thriller"
tt12922452,tvEpisode,Entertainment Unleashed,Entertainment Unleashed,0,2020,\N,77,"Comedy,Talk-Show"
tt12922498,tvEpisode,"Life, Off Screen!","Life, Off Screen!",0,2020,\N,67,"Comedy,Talk-Show"
tt12922544,tvEpisode,Mission Laughter,Mission Laughter,0,2020,\N,63,"Comedy,Talk-Show"
tt12922836,tvEpisode,The Entertaining Brothers,The Entertaining Brothers,0,2020,\N,69,"Comedy,Talk-Show"
tt12922896,tvEpisode,The Laughter Loots,The Laughter Loots,0,2020,\N,73,"Comedy,Talk-Show"
tt12939018,tvEpisode,"Mika, Chahat & Shefali","Mika, Chahat & Shefali",0,2020,\N,77,"Comedy,Talk-Show"
tt12939024,tvEpisode,Your Honor Haazir Ho!,Your Honor Haazir Ho!,0,2020,\N,62,"Comedy,Talk-Show"
tt12999874,tvEpisode,Covid-19 Warriors,Covid-19 Warriors,0,2020,\N,74,"Comedy,Talk-Show"
tt12999972,tvEpisode,The Zingaat Entertainment,The Zingaat Entertainment,0,2020,\N,74,"Comedy,Talk-Show"
tt13040144,tvEpisode,Match 12: Rajastan Royals vs Kolkata Knight Riders,Match 12: Rajastan Royals vs Kolkata Knight Riders,0,2020,\N,\N,Sport
tt13040220,tvEpisode,Match 32: Mumbai Indians vs Kolkata Knight Riders,Match 32: Mumbai Indians vs Kolkata Knight Riders,0,2020,\N,\N,Sport
tt13045898,tvEpisode,Teen Geetkaar Bane Kapil Ke Yaar,Teen Geetkaar Bane Kapil Ke Yaar,0,2020,\N,71,"Comedy,Talk-Show"
tt13045916,tvEpisode,Hansi Ki Bauchhar with Angad-Neha,Hansi Ki Bauchhar with Angad-Neha,0,2020,\N,66,"Comedy,Talk-Show"
tt13054906,tvEpisode,48th Match: Kolkata Knight Riders v Chennai Super Kings,48th Match: Kolkata Knight Riders v Chennai Super Kings,0,2011,\N,\N,Sport
tt13080756,tvEpisode,"Sachin, Jigar and Divya Kumar","Sachin, Jigar and Divya Kumar",0,2020,\N,74,"Comedy,Talk-Show"
tt13081364,tvEpisode,Manoj Tiwari and Ravi Kishan,Manoj Tiwari and Ravi Kishan,0,2020,\N,64,"Comedy,Talk-Show"
tt13097686,short,Responsible Citizens,Responsible Citizens,0,2009,\N,\N,"Drama,Short"
tt13124970,tvEpisode,Richa Sharma and Harshdeep Kaur,Richa Sharma and Harshdeep Kaur,0,2020,\N,\N,"Comedy,Talk-Show"
tt13130308,movie,Godfather,Godfather,0,2022,\N,157,"Action,Crime,Drama"
tt13138294,tvEpisode,Renuka Shahane and Ashutosh Rana,Renuka Shahane and Ashutosh Rana,0,2020,\N,69,"Comedy,Talk-Show"
tt13168608,tvEpisode,"Annu Kapoor, The Harfanmaula Kalakaar","Annu Kapoor, The Harfanmaula Kalakaar",0,2020,\N,73,"Comedy,Talk-Show"
tt13168720,tvSeries,Tawaan,Tawaan,0,2020,2020,\N,"Crime,Drama"
tt13170566,tvEpisode,Mahabharat Ke Kamaal Kisse,Mahabharat Ke Kamaal Kisse,0,2020,\N,\N,"Comedy,Talk-Show"
tt13183762,tvEpisode,Pilot,Pilot,0,2020,\N,\N,"Crime,Drama"
tt13183918,tvEpisode,Maar Dein Ya Kaat Dein,Maar Dein Ya Kaat Dein,0,2020,\N,\N,"Crime,Drama"
tt13184180,tvEpisode,Jail,Jail,0,2020,\N,\N,"Crime,Drama"
tt13211914,tvEpisode,Grand Premiere,Grand Premiere,0,2020,\N,115,Reality-TV
tt13224752,short,Ek Thi Nurse,Ek Thi Nurse,0,2020,\N,\N,"Drama,Short"
